ANC_EMPLOI;STITUATION_FAM;MODE_LOGT;AGE_VEH;VN_VO;MARQUE;PRIX_VEH;MT_APPORT;MT_FINANCE;MT_MENS;VR_BALLON;DUREE_CONTRAT;MT_PREST;MT_ASSUR;mois_gestion;age_cli;anciennete_rci;pc_appo;def12_31
101;1;1;NA;VN;NIS;27595;5400;22195;384,15;12240,19;36;150;NA;01/06/2014;37;NA;20;0
539;1;2;33;VO;SKO;15900;2000;13900;349,21;NA;48;150;NA;01/06/2014;66;NA;13;0
93;1;2;NA;VN;REN;14250;6500;7750;191,02;NA;48;150;NA;01/06/2014;50;NA;46;0
364;1;2;NA;VN;REN;19000;9250;9750;221,9;NA;48;150;NA;01/06/2014;54;NA;49;0
24;2;4;23;VO;TOY;21500;3000;18500;406,86;NA;60;150;NA;01/01/2015;32;NA;14;0
43;2;4;52;VO;REN;7495;1495;6000;189,41;NA;36;150;NA;01/06/2014;22;NA;20;0
263;2;2;NA;VN;REN;20700;10200;10500;311,87;NA;36;150;NA;01/06/2014;49;NA;49;0
326;1;2;NA;VN;DAC;17010;3250;13760;282,31;NA;60;150;NA;01/07/2014;55;NA;19;0
105;1;1;NA;VN;REN;19899;2200;17699;314,89;8929,09;36;150;395;01/07/2014;38;NA;11;0
377;1;2;39;VO;REN;8950;1550;7400;162,75;NA;60;150;NA;01/06/2014;47;NA;17;0
281;1;2;NA;VN;NIS;15495;4354,22;11140,78;192,59;6077,87;36;150;NA;01/07/2014;79;NA;28;0
119;2;2;NA;VN;REN;21030;8000;13030;267,33;NA;60;150;NA;01/06/2014;48;NA;38;0
155;1;2;NA;VN;DAC;20148;8200;11948;245,13;NA;60;150;NA;01/07/2014;43;NA;41;0
119;1;2;NA;VN;REN;20950;2095;18855;330,02;9727,9;36;150;794;01/06/2014;33;NA;10;0
119;1;2;NA;VN;REN;22440;2500;19940;336,09;9771,18;36;150;NA;01/11/2015;34;1;11;0
214;1;2;17;VO;REN;16350;4450;11900;244,15;NA;60;150;NA;01/07/2014;49;NA;27;0
123;1;2;NA;VN;REN;18510;5000;13510;243;6665,83;36;509;395;01/06/2014;47;NA;27;0
164;1;2;NA;VN;REN;18640;4030;14610;299,75;NA;60;509;395;01/08/2014;50;NA;22;0
467;1;2;NA;VN;DAC;21050;2600;18450;327,11;9314,89;36;150;794;01/07/2014;53;NA;12;0
209;2;2;NA;VN;NIS;17795;2500;15295;266,63;8320,85;36;150;NA;01/07/2014;34;NA;14;0
125;1;2;NA;VN;NIS;20500;7000;13500;180,03;9570,98;36;150;NA;01/07/2014;64;NA;34;0
113;1;2;NA;VN;NIS;19000;3500;15500;255,16;9038,01;36;150;NA;01/07/2014;36;NA;18;0
49;4;2;NA;VN;NIS;26995;7800;19195;293,24;12157,51;36;150;NA;01/07/2014;64;NA;29;0
190;1;2;37;VO;VOL;20390;2000;18390;395,27;NA;60;150;395;01/06/2014;45;NA;10;0
82;2;1;NA;VN;DAC;11505;3000;8505;142,59;4546,86;36;150;395;01/07/2014;37;NA;26;0
45;2;4;NA;VN;REN;21500;5500;16000;313,06;NA;60;150;NA;01/06/2014;25;NA;26;0
351;1;2;NA;VN;NIS;29995;10400;19595;272,7;13485,31;36;150;NA;01/07/2014;45;NA;35;0
155;1;2;NA;VN;NIS;25490;2550;22940;478,24;9995,88;36;150;NA;01/07/2014;40;NA;10;0
118;1;2;NA;VN;DAC;21660;4460;17200;280,27;8755,62;36;150;NA;01/06/2014;37;NA;21;0
95;2;2;NA;VN;REN;14500;4500;10000;306,49;NA;36;150;NA;01/06/2014;36;NA;31;0
506;1;2;NA;VN;REN;22490;3490;19000;599,78;NA;36;150;NA;01/06/2014;57;NA;16;0
58;1;1;50;VO;CIT;11150;1700;9450;212,61;NA;60;150;NA;01/06/2014;38;NA;15;0
57;1;2;NA;VN;NIS;25295;3000;22295;425,01;10717,8;36;150;NA;01/07/2014;42;NA;12;0
31;2;4;48;VO;REN;12250;2250;10000;210,02;NA;60;150;NA;01/06/2014;22;NA;18;0
191;1;1;NA;VN;NIS;23795;4500;19295;323,86;11000,18;36;150;NA;01/08/2014;36;NA;19;0
35;2;1;NA;VN;DAC;17260;7000;10260;243,32;NA;48;150;NA;01/07/2014;34;NA;41;0
131;1;2;NA;VN;NIS;28900;5500;23400;461,75;10617,04;36;150;NA;01/07/2014;46;NA;19;0
414;2;2;NA;VN;REN;20900;12900;8000;156,53;NA;60;150;NA;01/07/2014;48;NA;62;0
437;1;2;NA;VN;NIS;31500;8500;23000;381,3;13360,76;36;150;NA;01/07/2014;69;NA;27;0
191;1;2;NA;VN;NIS;32125;6000;26125;499,48;12500,18;36;150;NA;01/07/2014;36;NA;19;0
55;1;4;NA;VN;REN;20498;2146;18352;351,74;8198,1;36;908;NA;01/07/2014;24;NA;10;0
179;1;2;62;VO;REN;11200;2100;9100;232,99;NA;48;150;NA;01/03/2015;50;NA;19;0
233;1;2;NA;VN;NIS;26395;8700;17695;283,95;10658,14;36;150;NA;01/07/2014;45;NA;33;0
443;2;2;NA;VN;NIS;29895;9000;20895;364,86;11393,83;36;150;NA;01/08/2014;63;NA;30;0
107;1;2;NA;VN;REN;27000;14500;12500;296,44;NA;48;150;NA;01/06/2014;37;NA;54;0
226;2;4;27;VO;FOR;18390;3472;14918;320,65;NA;60;150;395;01/07/2014;35;NA;19;0
357;1;2;NA;VN;DAC;12180;2470;9710;199,22;NA;60;150;NA;01/07/2014;50;NA;20;0
106;1;2;51;VO;REN;12750;1500;11250;241,81;NA;60;150;NA;01/06/2014;29;NA;12;0
35;1;2;NA;VN;REN;18540;3000;15540;298,32;6923,12;36;509;395;01/06/2014;42;NA;16;0
35;1;2;NA;VN;DAC;19310;1931;17379;328,5;7967,03;36;150;NA;01/03/2015;43;1;10;0
323;1;2;NA;VN;NIS;27995;7995;20000;347,22;10986,91;36;150;NA;01/07/2014;52;NA;29;0
93;2;1;3;VO;REN;14750;3500;11250;247,42;NA;60;150;NA;01/06/2014;31;NA;24;0
646;4;2;NA;VN;DAC;11405;3210;8195;251,17;NA;36;150;295;01/07/2014;76;NA;28;0
435;1;2;NA;VN;NIS;27395;9000;18395;296,22;11037,95;36;150;NA;01/07/2014;55;NA;33;0
515;1;2;11;VO;VOV;26995;16995;10000;459,14;NA;24;150;395;01/07/2014;67;NA;63;0
203;1;2;28;VO;REN;13145;2750;10395;223,43;NA;60;150;395;01/06/2014;67;NA;21;0
455;1;2;NA;VN;REN;16599;4887;11712;181,75;6922,85;36;150;399;01/06/2014;58;NA;29;0
221;1;2;NA;VN;REN;22530;12530;10000;237,15;NA;48;150;NA;01/08/2014;45;NA;56;0
117;1;2;16;VO;REN;15200;10000;5200;106,69;NA;60;150;NA;01/06/2014;49;NA;66;0
149;1;2;NA;VN;NIS;28195;6500;21695;376,88;11908,65;36;150;NA;01/07/2014;40;NA;23;0
125;2;4;57;VO;NIS;14500;2175;12325;271,06;NA;60;150;NA;01/07/2014;26;NA;15;1
263;1;2;40;VO;REN;14950;2250;12700;266,72;NA;60;150;NA;01/06/2014;57;NA;15;0
269;1;2;NA;VN;NIS;26500;16150;10350;270,02;NA;48;150;NA;01/07/2014;71;NA;61;0
78;2;4;NA;VN;NIS;33645;5000;28645;569,66;12818,96;36;150;NA;01/07/2014;22;NA;15;0
199;11;4;59;VO;AUD;15945;2400;13545;340,29;NA;48;150;NA;01/07/2014;33;NA;15;0
257;4;2;68;VO;NIS;13000;3000;10000;265,8;NA;48;150;NA;01/06/2014;65;NA;23;0
143;1;2;NA;VN;REN;21595;2800;18795;332,47;9558,14;36;150;395;01/07/2014;43;NA;13;0
90;1;2;27;VO;REN;18500;2400;16100;338,13;NA;60;150;NA;01/07/2014;32;NA;13;0
119;1;1;NA;VN;REN;13927,05;0;13927,05;81,2;13926,07;6;NA;NA;01/07/2014;32;NA;0;0
119;1;1;NA;VN;REN;13175,15;0;13175,15;76,83;13174,14;6;NA;NA;01/01/2015;32;0;0;0
119;1;1;NA;VN;REN;14395,62;0;14395,62;84,03;14394,01;6;NA;NA;01/07/2015;33;1;0;0
509;1;2;NA;VN;REN;20495;7963,76;12531,24;297,18;NA;48;150;NA;01/07/2014;63;NA;39;0
330;1;2;NA;VN;NIS;24995;5200;19795;351,83;11120,18;36;150;NA;01/07/2014;48;NA;21;0
185;1;NA;NA;VN;DAC;14890;3000;11890;364,42;NA;36;150;NA;01/09/2014;49;NA;20;0
443;1;2;NA;VN;DAC;17140;2000;15140;284,59;7003,51;36;150;NA;01/07/2014;59;NA;12;0
131;1;2;39;VO;NIS;16800;2000;14800;318,11;NA;60;150;NA;01/06/2014;37;NA;12;0
395;1;2;NA;VN;REN;21395;2150;19245;378,94;8197,91;36;150;399;01/07/2014;52;NA;10;0
159;1;2;NA;VN;NIS;25700;5750;19950;360,49;10690,99;36;150;NA;01/06/2014;47;NA;22;0
69;2;1;27;VO;NIS;9495;1900;7595;163,25;NA;60;150;NA;01/06/2014;40;NA;20;0
455;4;2;26;VO;NIS;8750;2550;6200;133,26;NA;60;150;NA;01/07/2014;71;NA;29;0
215;1;2;NA;VN;NIS;30495;4500;25995;483,1;12998,15;36;150;NA;01/07/2014;44;NA;15;0
270;1;2;NA;VN;NIS;25790;4062;21728;525,36;NA;48;150;NA;01/09/2014;57;NA;16;0
257;1;2;NA;VN;NIS;32500;7000;25500;442,81;14004,1;36;150;NA;01/07/2014;38;NA;22;0
30;2;4;NA;VN;REN;19654,53;0;19654,53;114,53;19653,54;6;NA;NA;01/08/2014;29;NA;0;0
30;2;4;NA;VN;REN;19279,01;0;19279,01;112,35;19277,99;6;NA;NA;01/01/2015;29;0;0;0
560;1;2;NA;VN;REN;23000;19000;4000;118,81;NA;36;999;545,84;01/07/2014;56;NA;83;0
151;1;2;NA;VN;REN;24090;7000;17090;296,31;8929;36;509;395;01/06/2014;50;NA;29;0
131;4;2;NA;VN;NIS;20538;2144;18394;353,56;8658,19;36;150;NA;01/07/2014;34;NA;10;0
37;1;1;30;VO;REN;15500;2500;13000;339,16;NA;48;150;NA;01/07/2014;30;NA;16;0
141;11;2;NA;VN;DAC;15105;2350;12755;234,72;5996,24;36;150;NA;01/07/2014;38;NA;16;0
203;1;2;36;VO;REN;14750;5250;9500;299,89;NA;36;150;NA;01/07/2014;43;NA;36;0
183;1;2;NA;VN;REN;19500;8500;11000;225,68;NA;60;999;NA;01/07/2014;45;NA;44;0
274;1;2;NA;VN;DAC;18199;4000;14199;255,91;7003,58;36;150;794;01/07/2014;56;NA;22;0
71;1;1;5;VO;NIS;24800;19800;5000;231,88;NA;24;150;NA;01/07/2014;53;NA;80;0
155;2;1;NA;VN;REN;22989;2298,9;20690,1;390,3;9557,92;36;150;794;01/07/2014;47;NA;10;0
90;1;2;NA;VN;NIS;24490;2550;21940;437,64;10370,01;36;150;NA;01/07/2014;42;NA;10;0
47;11;2;NA;VN;REN;16339;2500;13839;246,52;6923,05;36;150;794;01/07/2014;53;NA;15;0
407;2;4;NA;VN;DAC;16800;3000;13800;255,34;6432,73;36;150;NA;01/07/2014;52;NA;18;0
155;1;2;NA;VN;NIS;28850;9000;19850;292,64;12999,97;36;150;NA;01/07/2014;45;NA;31;0
399;1;2;NA;VN;REN;24540;3000;21540;416,23;9558,03;36;509;395;01/07/2014;50;NA;12;0
233;1;2;NA;VN;DAC;19110;3822;15288;362,55;NA;48;150;NA;01/07/2014;57;NA;20;0
191;1;2;NA;VN;REN;25850;8000;17850;406,24;NA;48;150;NA;01/07/2014;36;NA;31;0
367;2;2;NA;VN;NIS;19395;3327;16068;490,64;NA;36;150;NA;01/07/2014;46;NA;17;0
81;2;1;NA;VN;DAC;16810;1682;15128;310,37;NA;60;150;NA;01/07/2014;29;NA;10;0
119;1;2;34;VO;REN;15000;8000;7000;266,31;NA;30;150;NA;01/07/2014;32;NA;53;0
143;1;1;30;VO;REN;14895;4000;10895;278,95;NA;48;150;395;01/06/2014;55;NA;27;0
83;1;2;NA;VN;DAC;17499;2500;14999;280,28;7004,02;36;150;399;01/07/2014;29;NA;14;0
28;2;4;NA;VN;REN;20000;2000;18000;353,3;7770,06;36;150;NA;01/07/2014;34;NA;10;0
443;1;2;NA;VN;NIS;28895;6595;22300;427,67;10616,81;36;150;NA;01/07/2014;52;NA;23;0
95;1;2;NA;VN;NIS;31295;10500;20795;315,72;13250,04;36;150;NA;01/07/2014;47;NA;34;0
499;1;2;15;VO;TOY;13295;2000;11295;242,77;NA;60;150;295;01/07/2014;79;NA;15;0
138;1;2;12;VO;NIS;20495;3995;16500;346,53;NA;60;150;NA;01/07/2014;52;NA;19;0
155;2;4;NA;VN;REN;17710;2992,5;14717,5;271,12;7008,28;36;150;NA;01/07/2015;31;NA;17;0
83;3;2;42;VO;REN;13450;2000;11450;240,47;NA;60;150;NA;01/07/2014;47;NA;15;0
119;1;2;NA;VN;NIS;27795;5295;22500;393,6;12240,23;36;150;NA;01/08/2014;48;NA;19;0
71;11;3;25;VO;REN;14950;4000;10950;235,36;NA;60;150;NA;01/07/2014;26;NA;27;0
39;2;1;NA;VN;REN;18500;6000;12500;244,58;NA;60;150;NA;01/07/2014;24;NA;32;0
275;1;2;NA;VN;NIS;32995;9000;23995;408,68;13499,93;36;150;NA;01/08/2014;45;NA;27;0
59;1;1;NA;VN;NIS;24450;5500;18950;361,75;9044,97;36;150;NA;01/07/2014;27;NA;22;0
59;1;1;NA;VN;NIS;25400;3900;21500;417,22;10100,01;36;150;NA;01/04/2015;28;1;15;0
246;1;2;NA;VN;REN;22000;12000;10000;227,58;NA;48;150;NA;01/07/2014;61;NA;55;0
479;1;2;NA;VN;NIS;27895;8668,5;19226,5;305,12;11717,91;36;150;NA;01/07/2014;56;NA;31;0
359;1;2;NA;VN;REN;24500;11500;13000;386,13;NA;36;150;NA;01/07/2014;63;NA;47;0
56;1;2;NA;VN;NIS;15995;3368;12627;242,45;5918,18;36;150;NA;01/07/2014;39;NA;21;0
131;1;1;NA;VN;REN;16000;8000;8000;237,62;NA;36;150;NA;01/07/2014;30;NA;50;0
117;11;2;NA;VN;REN;17610;3300;14310;293,59;NA;60;150;NA;01/07/2014;35;NA;19;0
322;1;2;17;VO;REN;16950;5950;11000;225,68;NA;60;150;NA;01/07/2014;46;NA;35;0
135;1;2;NA;VN;DAC;16810;5000;11810;280,07;NA;48;150;NA;01/07/2014;45;NA;30;0
203;1;2;15;VO;SKO;19995;3995;16000;343,9;NA;60;150;NA;01/07/2014;61;NA;20;0
393;1;2;4;VO;REN;18000;0;18000;378,03;NA;60;150;NA;01/07/2014;68;NA;0;0
393;1;2;54;VO;REN;10000;2000;8000;175,94;NA;60;150;NA;01/04/2015;69;1;20;0
416;1;2;NA;VN;REN;18000;2000;16000;259,07;9086,89;36;150;NA;01/07/2014;53;NA;11;0
319;1;2;NA;VN;NIS;23995;2400;21595;435,19;9432,89;36;150;NA;01/08/2014;48;NA;10;0
113;1;2;NA;VN;NIS;20415;6820;13595;200,8;8853,16;36;150;NA;01/07/2014;44;NA;33;0
137;5;2;NA;VN;REN;20630;5800;14830;304,26;NA;60;150;NA;01/08/2014;53;NA;28;0
563;1;2;NA;VN;DAC;16590;1700;14890;289,08;6523,9;36;150;399;01/07/2014;68;NA;10;0
227;2;2;NA;VN;REN;23000;12600;10400;887,46;NA;12;150;NA;01/07/2014;47;NA;55;0
58;1;2;NA;VN;REN;12315,6;0;12315,6;59,76;12315,5;6;NA;NA;01/07/2014;49;NA;0;0
58;1;2;NA;VN;REN;12816,72;0;12816,72;62,29;12816,02;6;NA;NA;01/02/2015;50;1;0;0
58;1;2;NA;VN;REN;18764,1;0;18764,1;91,21;18762,98;6;NA;NA;01/07/2015;50;1;0;0
57;1;1;NA;VN;REN;13013,58;0;13013,58;63,22;13013,03;6;NA;NA;01/02/2015;30;1;0;0
57;1;1;NA;VN;REN;18764,1;0;18764,1;91,21;18762,98;6;NA;NA;01/07/2015;30;1;0;0
71;2;4;39;VO;KIA;14950;6000;8950;286,69;NA;36;150;NA;01/07/2014;32;NA;40;0
56;1;NA;NA;VN;REN;12315,6;0;12315,6;59,76;12315,5;6;NA;NA;01/07/2014;39;NA;0;0
56;1;NA;NA;VN;REN;13013,58;0;13013,58;63,22;13013,03;6;NA;NA;01/02/2015;40;1;0;0
56;1;NA;NA;VN;REN;18764,1;0;18764,1;91,21;18762,98;6;NA;NA;01/07/2015;40;1;0;0
527;1;2;NA;VN;REN;19794;4000;15794;268,46;8411;36;549;395;01/07/2014;59;NA;20;0
77;2;4;NA;VN;DAC;19439;8439;11000;225,68;NA;60;150;691,2;01/07/2014;22;NA;43;0
94;1;2;15;VO;REN;20390;5095;15295;328,75;NA;60;150;395;01/07/2014;33;NA;25;0
30;2;4;12;VO;HYU;17500;2000;15500;496,51;NA;36;150;NA;01/07/2014;27;NA;11;0
391;1;1;NA;VN;DAC;16690;2000;14690;295,1;6044,04;36;150;NA;01/07/2014;48;NA;12;0
58;2;1;NA;VN;REN;12315,6;0;12315,6;59,76;12315,5;6;NA;NA;01/07/2014;32;NA;0;0
58;2;1;NA;VN;REN;13013,57;0;13013,57;63,22;13013,02;6;NA;NA;01/02/2015;33;1;0;0
58;2;1;NA;VN;REN;18140,38;0;18140,38;88,23;18138,98;6;NA;NA;01/07/2015;33;1;0;0
150;2;2;NA;VN;DAC;21490;4370;17120;351,24;NA;60;150;395;01/07/2014;50;NA;20;0
82;2;1;NA;VN;REN;12315,6;0;12315,6;59,76;12315,5;6;NA;NA;01/07/2014;28;NA;0;0
82;2;1;NA;VN;REN;13013,58;0;13013,58;63,22;13013,03;6;NA;NA;01/02/2015;29;1;0;0
82;2;1;NA;VN;REN;13175,77;0;13175,77;64,21;13173,98;6;NA;NA;01/07/2015;29;1;0;0
215;2;2;NA;VN;DAC;16995;4000;12995;231,33;6523,8;36;150;395;01/07/2014;48;NA;24;0
58;1;2;NA;VN;REN;12315,6;0;12315,6;59,76;12315,5;6;NA;NA;01/07/2014;52;NA;0;0
58;1;2;NA;VN;REN;13013,58;0;13013,58;63,22;13013,03;6;NA;NA;01/02/2015;53;1;0;0
58;1;2;NA;VN;REN;13042,41;0;13042,41;63,5;13041,01;6;NA;NA;01/07/2015;53;1;0;0
80;1;2;27;VO;NIS;19995;7718;12277;404,85;NA;36;150;NA;01/07/2014;45;NA;39;0
80;1;2;5;VO;NIS;27894;7254,49;20639,51;443,62;NA;60;150;NA;01/09/2015;46;1;26;0
128;2;2;NA;VN;REN;17188,03;0;17188,03;83,39;17187,97;6;NA;NA;01/02/2015;31;1;0;0
128;2;2;NA;VN;REN;17984,5;0;17984,5;87,49;17983;6;NA;NA;01/07/2015;31;1;0;0
82;2;1;NA;VN;REN;12318,06;0;12318,06;59,77;12317,97;6;NA;NA;01/07/2014;37;NA;0;0
82;2;1;NA;VN;REN;19312,35;0;19312,35;93,91;19310,98;6;NA;NA;01/07/2015;38;1;0;0
43;2;1;NA;VN;DAC;15604;1561;14043;288,11;NA;60;150;1676,6;01/10/2014;27;NA;10;0
95;1;2;16;VO;REN;17950;4950;13000;266,71;NA;60;150;NA;01/07/2014;43;NA;28;0
338;1;2;54;VO;TOY;9450;1417,5;8032,5;172,65;NA;60;150;NA;01/07/2014;45;NA;15;0
105;2;2;NA;VN;REN;12318,18;0;12318,18;59,77;12318,1;6;NA;NA;01/07/2014;37;NA;0;0
105;2;2;NA;VN;REN;13013,58;0;13013,58;63,22;13013,03;6;NA;NA;01/02/2015;38;1;0;0
105;2;2;NA;VN;REN;18764,1;0;18764,1;91,21;18762,98;6;NA;NA;01/07/2015;38;1;0;0
322;1;2;NA;VN;REN;16982,53;0;16982,53;82,47;16982;6;NA;NA;01/07/2014;61;NA;0;0
322;1;2;NA;VN;REN;17280,84;0;17280,84;83,97;17279,99;6;NA;NA;01/02/2015;62;1;0;0
322;1;2;NA;VN;REN;18663,76;0;18663,76;90,83;18661,99;6;NA;NA;01/07/2015;62;1;0;0
47;4;2;NA;VN;REN;15990;2000;13990;257,61;6666,14;36;150;NA;01/07/2014;35;NA;13;0
58;1;2;NA;VN;REN;17975,78;0;17975,78;87,22;17975,67;6;NA;NA;01/08/2014;65;NA;0;0
58;1;2;NA;VN;REN;17280,84;0;17280,84;83,97;17279,99;6;NA;NA;01/02/2015;66;1;0;0
89;5;2;15;VO;DAC;17000;8000;9000;184,65;NA;60;150;NA;01/07/2014;41;NA;47;0
107;1;2;NA;VN;DAC;19000;11050;7950;188,53;NA;48;150;NA;01/07/2014;59;NA;58;0
107;1;2;NA;VN;DAC;21335;8639,83;12695,17;260,46;NA;60;150;NA;01/08/2015;60;1;40;0
65;2;2;NA;VN;DAC;22454;6160;16294;334,3;NA;60;150;794;01/07/2014;51;NA;27;0
343;1;2;NA;VN;NIS;20145;5700;14445;282,46;6606,05;36;150;NA;01/07/2014;41;NA;28;0
203;11;2;NA;VN;REN;22480;6540;15940;257,87;9006,08;36;908;794;01/07/2014;37;NA;29;0
201;1;2;NA;VN;NIS;30500;12500;18000;309,82;9996,19;36;150;NA;01/08/2014;56;NA;41;0
275;2;1;NA;VN;REN;15790;4000;11790;230,68;NA;60;150;NA;01/07/2014;50;NA;25;0
81;2;1;21;VO;NIS;10745;2900;7845;204,67;NA;48;150;NA;01/08/2014;41;NA;27;0
615;4;2;NA;VN;DAC;21950;7500;14450;296,46;NA;60;150;NA;01/07/2014;79;NA;34;0
381;1;2;NA;VN;NIS;28695;7500;21195;358,18;12037,93;36;150;NA;01/07/2014;52;NA;26;0
100;2;NA;81;VO;OPE;7000;2200;4800;158,28;NA;36;150;NA;01/07/2014;24;NA;31;0
33;2;4;78;VO;FOR;8000;1500;6500;214,34;NA;36;150;NA;01/07/2014;26;NA;19;0
441;1;2;NA;VN;DAC;16440;5500;10940;308,6;NA;36;75;NA;01/06/2015;69;NA;33;0
45;1;1;16;VO;REN;18950;1200;17750;399,34;NA;60;150;NA;01/07/2014;48;NA;6;0
371;1;2;NA;VN;NIS;26495;7800;18695;317,79;10543,11;36;150;NA;01/07/2014;78;NA;29;0
124;1;2;NA;VN;NIS;30790;12300;18490;315,71;10370,87;36;150;NA;01/07/2014;34;NA;40;0
215;1;2;NA;VN;NIS;25775;6000;19775;315,12;11999,97;36;150;NA;01/07/2014;38;NA;23;0
174;1;2;NA;VN;REN;19244,69;0;19244,69;93,37;19244,61;6;NA;NA;01/01/2015;35;1;0;0
166;2;1;NA;VN;REN;20794,7;0;20794,7;100,99;20794,01;6;NA;NA;01/04/2015;34;1;0;0
30;1;2;NA;VN;NIS;24000;5500;18500;339,28;9433,11;36;150;NA;01/07/2014;52;NA;23;0
165;2;4;NA;VN;REN;18250;4500;13750;192,46;9005,85;36;150;NA;01/07/2014;39;NA;25;0
310;1;2;NA;VN;DAC;15395;7500;7895;161,98;NA;60;150;395;01/07/2014;43;NA;49;0
339;1;1;NA;VN;DAC;14300;2500;11800;263,73;NA;54;150;NA;01/08/2014;54;NA;17;0
141;2;2;NA;VN;DAC;19110;1911;17199;352,86;NA;60;150;NA;01/08/2014;30;NA;10;0
92;1;2;6;VO;REN;16480;2940;13540;277,79;NA;60;150;NA;01/08/2014;30;NA;18;0
155;1;2;NA;VN;NIS;27295;9000;18295;298,06;10838,84;36;150;NA;01/07/2014;37;NA;33;0
184;4;2;47;VO;REN;14000;3000;11000;225,68;NA;60;150;NA;01/07/2014;54;NA;21;0
155;2;2;NA;VN;NIS;21500;6200;15300;270,41;8174,9;36;150;NA;01/07/2014;56;NA;29;0
203;1;2;NA;VN;REN;18800,16;7800;11000,16;305,56;NA;36;NA;NA;01/07/2014;47;NA;41;0
379;1;2;39;VO;REN;13800;1400;12400;266,52;NA;60;150;NA;01/07/2014;57;NA;10;0
178;1;2;NA;VN;REN;24975;17580;7395;322,45;NA;24;150;395;01/07/2014;63;NA;70;0
95;1;2;NA;VN;NIS;33100;9930;23170;471,74;9926,94;36;150;NA;01/07/2014;40;NA;30;0
275;1;2;13;VO;NIS;19950;3500;16450;325,13;7681,17;36;150;NA;01/07/2014;39;NA;18;0
207;1;2;42;VO;REN;11950;3050;8900;186,92;NA;60;150;NA;01/07/2014;39;NA;26;0
45;2;1;76;VO;OPE;8995;1500;7495;250,73;NA;36;150;NA;01/07/2014;44;NA;17;1
189;1;2;NA;VN;DAC;15105;2550;12555;228,65;5996,38;36;150;NA;01/07/2014;52;NA;17;0
83;1;2;NA;VN;REN;24280;3230;21050;431,87;NA;60;150;NA;01/07/2014;44;NA;13;1
249;1;4;NA;VN;DAC;13410;1350;12060;247,43;NA;60;150;NA;01/07/2014;47;NA;10;0
44;2;1;NA;VN;REN;18740;4900;13840;283,95;NA;60;509;395;01/07/2014;36;NA;26;0
559;1;1;NA;VN;DAC;20164;3000;17164;324,15;7879,8;36;509;395;01/07/2014;68;NA;15;0
251;1;2;9;VO;REN;16750;9750;7000;224,23;NA;36;150;NA;01/07/2014;43;NA;58;0
201;1;2;NA;VN;DAC;19679;3090;16589;306,63;7879,65;36;150;794;01/07/2014;54;NA;16;0
107;11;1;NA;VN;DAC;14350;5100;9250;189,78;NA;60;150;395;01/07/2014;40;NA;36;0
83;2;NA;NA;VN;DAC;15000;3400;11600;199,67;5996,92;36;150;NA;01/07/2014;27;NA;23;0
203;1;2;63;VO;NIS;11995;2495;9500;243,23;NA;48;150;NA;01/07/2014;58;NA;21;0
210;3;2;37;VO;REN;13000;1300;11700;240,04;NA;60;150;NA;01/07/2014;54;NA;10;0
130;1;2;NA;VN;DAC;20395;4000;16395;336,37;NA;60;150;395;01/07/2014;32;NA;20;0
172;1;2;NA;VN;NIS;27400;7493;19907;321,49;11908,06;36;150;NA;01/07/2014;36;NA;27;0
58;2;1;17;VO;DAC;13950;4500;9450;198,47;NA;60;150;NA;01/07/2014;27;NA;32;0
66;2;4;NA;VN;DAC;15335;3800;11535;197,71;5996,46;36;150;399;01/07/2014;21;NA;25;0
179;1;2;43;VO;REN;11000;2000;9000;184,65;NA;60;150;NA;01/07/2014;37;NA;18;0
59;2;1;NA;VN;NIS;35000;6000;29000;521,39;15208,52;36;150;NA;01/10/2014;38;NA;17;0
78;2;4;5;VO;OPE;24995;5245;19750;424,5;NA;60;150;NA;01/07/2014;31;NA;21;0
83;1;2;NA;VN;REN;16159,39;0;16159,39;78,45;16159,03;6;NA;NA;01/07/2014;67;NA;0;0
455;1;2;NA;VN;NIS;26500;16500;10000;315,68;NA;36;150;NA;01/07/2014;58;NA;62;0
143;1;2;NA;VN;REN;17607,48;0;17607,48;85,49;17607,02;6;NA;NA;01/07/2014;30;NA;0;0
143;1;2;NA;VN;REN;19167,78;0;19167,78;93,11;19167,01;6;NA;NA;01/07/2015;31;1;0;0
203;11;1;53;VO;SKO;17200;2500;14700;301,59;NA;60;150;NA;01/07/2014;31;NA;15;0
226;1;2;NA;VN;REN;32480;9744;22736;408,43;11373,5;36;150;NA;01/07/2014;45;NA;30;0
82;1;3;NA;VN;NIS;22845;2500;20345;455,62;7003,83;36;150;NA;01/07/2014;41;NA;11;0
137;1;2;NA;VN;DAC;16200;4000;12200;373,92;NA;36;150;NA;01/07/2014;36;NA;25;0
467;1;2;1;VO;HYU;28000;16500;11500;368,38;NA;36;150;NA;01/08/2014;52;NA;59;0
83;2;2;NA;VN;DAC;19000;5500;13500;239,74;6800,28;36;150;NA;01/07/2014;68;NA;29;0
275;1;2;NA;VN;REN;13927,05;0;13927,05;81,2;13926,07;6;NA;NA;01/08/2014;63;NA;0;0
275;1;2;NA;VN;REN;13635,12;0;13635,12;79,5;13634,15;6;NA;NA;01/01/2015;63;0;0;0
275;1;2;NA;VN;REN;14320,52;0;14320,52;83,58;14318,99;6;NA;NA;01/07/2015;64;1;0;0
