ANC_EMPLOI;STITUATION_FAM;MODE_LOGT;AGE_VEH;VN_VO;MARQUE;PRIX_VEH;MT_APPORT;MT_FINANCE;MT_MENS;VR_BALLON;DUREE_CONTRAT;MT_PREST;MT_ASSUR;mois_gestion;age_cli;anciennete_rci;pc_appo;def12_31
323;1;2;NA;VN;REN;23140,16;12140;11000,16;305,56;NA;36;NA;NA;01/08/2015;48;NA;52;0
88;1;2;NA;VN;DAC;15260;7810;7450;235,18;NA;36;150;NA;01/08/2015;75;NA;51;0
119;1;2;NA;VN;REN;23930;15930;8000;222,22;NA;36;NA;NA;01/08/2015;42;NA;67;0
203;1;2;NA;VN;REN;15950;10200;5750;159,72;NA;36;NA;NA;01/08/2015;51;NA;64;0
116;1;4;13;VO;REN;15995;1600;14395;323,86;NA;60;150;NA;01/08/2015;33;NA;10;0
142;2;4;NA;VN;DAC;17405;2393;15012;292,1;6432,8;36;150;395;01/08/2015;36;NA;14;0
55;1;2;NA;VN;REN;20500,16;9500;11000,16;305,56;NA;36;NA;NA;01/08/2015;60;NA;46;0
498;4;2;51;VO;KIA;6500;2500;4000;100,49;NA;48;150;NA;01/08/2015;69;NA;38;0
83;1;2;NA;VN;REN;14950;4485;10465;295,2;NA;36;75;NA;01/09/2015;56;NA;30;0
199;1;2;25;VO;REN;15000;10500;4500;206,62;NA;24;150;NA;01/08/2015;48;NA;70;0
234;2;2;NA;VN;REN;18750,16;7750;11000,16;305,56;NA;36;NA;NA;01/08/2015;41;NA;41;0
294;11;1;NA;VN;DAC;17002,37;2002,37;15000;369,72;NA;48;150;NA;01/08/2015;50;NA;12;0
83;1;2;41;VO;NIS;17700;1770;15930;342,4;NA;60;150;NA;01/08/2015;28;NA;10;0
250;1;2;NA;VN;DAC;17405;1710;15695;345,06;5162,13;36;150;395;01/08/2015;50;NA;10;0
51;1;2;NA;VN;DAC;15424;5424;10000;205,17;NA;60;509;NA;01/08/2015;53;NA;35;0
207;1;2;NA;VN;REN;18325;5550;12775;209,82;7093,12;36;150;395;01/08/2015;54;NA;30;0
155;1;2;4;VO;NIS;24150;17150;7000;175,86;NA;48;150;NA;01/08/2015;45;NA;71;0
155;1;2;NA;VN;DAC;13990;2000;11990;238,93;4915,92;36;509;395;01/08/2015;49;NA;14;0
215;2;2;15;VO;NIS;20250;5300;14950;321,33;NA;60;150;NA;01/08/2015;43;NA;26;0
36;1;1;NA;VN;REN;18000;1800;16200;286,96;8168,17;36;150;NA;01/08/2015;44;NA;10;0
23;1;1;NA;VN;DAC;20080;3000;17080;306,57;8474,71;36;150;794;01/10/2015;33;NA;15;0
57;2;1;NA;VN;DAC;21290;5000;16290;258,98;9406,03;36;150;395;01/10/2015;41;NA;23;0
71;2;4;NA;VN;REN;16399;1700;14699;252,82;7008,23;36;150;399;01/08/2015;38;NA;10;0
83;1;2;52;VO;REN;9950;4950;5000;157,84;NA;36;150;NA;01/08/2015;66;NA;50;0
507;1;2;59;VO;TOY;10500;3000;7500;240,25;NA;36;150;NA;01/08/2015;74;NA;29;0
35;1;2;NA;VN;NIS;23295;4500;18795;313,68;10890,94;36;150;NA;01/08/2015;43;NA;19;0
491;2;2;NA;VN;REN;26439;6590;19849;420,69;11803,06;24;150;897,96;01/08/2015;55;NA;25;0
127;1;2;NA;VN;REN;23447,38;8200;15247,38;214,59;8437,51;36;150;NA;01/08/2015;33;NA;35;0
119;1;2;62;VO;REN;10450;2450;8000;186,53;NA;54;150;NA;01/08/2015;33;NA;23;0
26;2;1;NA;VN;NIS;24740;8000;16740;248,29;10955,89;36;150;NA;01/08/2015;38;NA;32;0
105;11;1;29;VO;REN;14450;1750;12700;266,72;NA;60;150;NA;01/08/2015;39;NA;12;0
38;2;4;53;VO;REN;11950;2000;9950;383,2;NA;30;150;NA;01/08/2015;24;NA;17;0
263;1;2;NA;VN;REN;28500;5000;23500;422,24;10511,07;36;150;NA;01/08/2015;47;NA;18;0
323;1;2;NA;VN;REN;23079;5000;18079;292,4;10280,82;36;150;794;01/08/2015;52;NA;22;0
15;2;4;37;VO;SKO;16900;7000;9900;207,92;NA;60;150;NA;01/08/2015;38;NA;41;0
82;11;1;7;VO;REN;15045;2295;12750;267,77;NA;60;150;295;01/08/2015;28;NA;15;0
47;2;4;NA;VN;REN;19036,38;0;19036,38;110,93;19035,41;6;NA;NA;01/09/2015;27;NA;0;0
47;2;4;NA;VN;REN;13516,55;0;13516,55;78,81;13515,58;6;NA;NA;01/08/2015;23;NA;0;0
34;1;2;NA;VN;DAC;15000;5000;10000;151,06;6000,06;36;150;NA;01/08/2015;33;NA;33;0
59;2;4;NA;VN;REN;13655,14;0;13655,14;79,62;13654,15;6;NA;NA;01/08/2015;23;NA;0;0
33;2;4;NA;VN;REN;19375;0;19375;112,9;19374,03;6;NA;NA;01/08/2015;25;NA;0;0
59;2;4;NA;VN;REN;18527,16;0;18527,16;107,97;18526,17;6;NA;NA;01/08/2015;24;NA;0;0
141;11;2;NA;VN;DAC;10780;4780;6000;142,29;NA;48;150;NA;01/08/2015;49;NA;44;0
51;1;2;NA;VN;DAC;21310;8750;12560;297,86;NA;48;150;NA;01/08/2015;68;NA;41;0
47;1;2;NA;VN;DAC;16089;4100;11989;221,21;5613,04;36;150;399;01/08/2015;49;NA;25;0
119;1;1;38;VO;HYU;20150;3250;16900;380,22;NA;60;150;NA;01/08/2015;54;NA;16;0
155;1;2;76;VO;OPE;11995;3995;8000;250,66;NA;39;150;NA;01/08/2015;36;NA;33;0
94;1;2;15;VO;VOL;22495;2384;20111;422,37;NA;60;150;NA;01/08/2015;37;NA;11;0
107;1;1;NA;VN;REN;19778,94;0;19778,94;115,26;19777,91;6;NA;NA;01/08/2015;31;NA;0;0
158;1;2;NA;VN;DAC;19400;3000;16400;298,64;7967,97;36;150;NA;01/10/2015;35;NA;15;0
24;2;1;NA;VN;DAC;16290;1700;14590;268,13;6872,99;36;150;NA;01/08/2015;26;NA;10;0
130;2;4;1;VO;HON;25595;13000;12595;310,45;NA;48;150;NA;01/08/2015;36;NA;51;0
147;1;2;NA;VN;REN;7000,04;2000;5000,04;221,89;NA;36;NA;NA;01/08/2015;40;NA;29;0
107;1;2;NA;VN;DAC;21454;3275;18179;316,5;9408,01;36;150;399;01/08/2015;38;NA;15;0
21;1;NA;NA;VN;DAC;20290;4500;15790;267,26;8474,53;36;150;395;01/10/2015;29;NA;22;0
167;5;1;17;VO;DAC;17000;4500;12500;302,24;NA;48;150;NA;01/08/2015;48;NA;26;0
419;1;2;NA;VN;REN;15400;1600;13800;254,83;6547,16;36;150;NA;01/08/2015;52;NA;10;0
83;1;4;69;VO;FOR;8500;1500;7000;179,22;NA;48;150;NA;01/08/2015;31;NA;18;0
59;1;1;45;VO;PEU;13995;2950;11045;237,4;NA;60;150;NA;01/08/2015;32;NA;21;0
107;1;2;27;VO;REN;17950;3450;14500;297,49;NA;60;150;NA;01/08/2015;68;NA;19;0
501;11;2;NA;VN;REN;16295;3000;13295;211,25;7008,21;36;150;395;01/08/2015;61;NA;18;0
831;1;2;NA;VN;REN;21000;14750;6250;539,35;NA;12;150;NA;01/08/2015;85;NA;70;0
319;1;2;NA;VN;DAC;17365;1601;15764;313,66;6605,35;36;150;399;01/10/2015;55;NA;9;0
230;1;2;NA;VN;REN;20675;3675;17000;419,02;NA;48;150;NA;01/08/2015;43;NA;18;0
177;1;NA;NA;VN;REN;13500;7000;6500;193,06;NA;36;75;NA;01/08/2015;32;NA;52;0
126;1;2;NA;VN;DAC;16815;1685;15130;270,66;7543,18;36;150;NA;01/10/2015;45;NA;10;0
82;1;2;NA;VN;DAC;15529;4844;10685;166,36;6215,9;36;150;794;01/08/2015;35;NA;31;0
179;1;2;NA;VN;DAC;10690;3200;7490;116,16;4375,19;36;150;NA;01/10/2015;38;NA;30;0
203;1;2;NA;VN;REN;25300;0;25300;147,38;25299,01;6;NA;NA;01/08/2015;34;NA;0;0
119;11;2;57;VO;REN;11150;2000;9150;225,53;NA;48;150;NA;01/08/2015;43;NA;18;0
35;1;1;NA;VN;DAC;11085;3000;8085;141,29;4096,07;36;150;399;01/09/2015;41;NA;27;0
215;1;2;NA;VN;NIS;19845;5953;13892;247,25;7427,94;36;150;NA;01/08/2015;56;NA;30;0
106;1;2;NA;VN;REN;18200;6000;12200;362,37;NA;36;150;NA;01/10/2015;38;NA;33;0
475;1;2;NA;VN;REN;21895;7500;14395;341,38;NA;48;150;395;01/08/2015;74;NA;34;0
443;1;2;31;VO;REN;15300;2200;13100;275,12;NA;60;150;NA;01/08/2015;63;NA;14;0
147;1;2;54;VO;REN;15495;7495;8000;185,32;NA;48;150;NA;01/08/2015;40;NA;48;0
59;2;2;15;VO;OPE;26000;3900;22100;475,02;NA;60;150;NA;01/08/2015;24;NA;15;0
198;1;1;52;VO;NIS;17995;4000;13995;351,6;NA;48;150;NA;01/08/2015;38;NA;22;0
143;1;2;NA;VN;DAC;14865;2000;12865;273,09;4615,63;36;150;NA;01/08/2015;35;NA;13;0
239;1;2;NA;VN;DAC;18000;1800;16200;399,3;NA;48;150;395;01/08/2015;45;NA;10;0
33;1;2;NA;VN;DAC;14111;1412;12699;232,93;5999,84;36;150;NA;01/08/2015;28;NA;10;0
111;1;2;49;VO;REN;12500;2500;10000;214,94;NA;60;150;NA;01/08/2015;50;NA;20;0
299;1;2;NA;VN;NIS;27160;6000;21160;359,87;11989,99;36;150;NA;01/09/2015;61;NA;22;0
119;2;2;19;VO;REN;17950;5950;12000;307,24;NA;48;150;NA;01/08/2015;34;NA;33;0
44;2;4;38;VO;REN;13995;4495;9500;208,93;NA;60;150;NA;01/08/2015;26;NA;32;0
29;2;2;54;VO;REN;9950;1500;8450;181,62;NA;60;150;NA;01/08/2015;50;NA;15;0
40;1;1;NA;VN;REN;19794;2500;17294;279,66;8929,16;36;150;794;01/08/2015;39;NA;13;0
227;1;2;8;VO;REN;15300;9500;5800;188,51;NA;36;150;NA;01/09/2015;55;NA;62;0
226;1;2;NA;VN;REN;24880;4000;20880;402,96;9285,64;36;150;NA;01/08/2015;41;NA;16;0
90;1;2;NA;VN;DAC;20000;6300;13700;281,08;NA;60;150;NA;01/08/2015;33;NA;32;0
35;1;2;NA;VN;REN;16950;6000;10950;224,66;NA;60;150;NA;01/08/2015;37;NA;35;0
83;1;2;NA;VN;REN;20075,54;0;20075,54;116,98;20074,55;6;NA;NA;01/08/2015;36;NA;0;0
405;1;2;NA;VN;DAC;18815;6000;12815;188,03;8021,53;36;150;NA;01/10/2015;52;NA;32;0
83;1;2;NA;VN;REN;24380;5680;18700;327,43;9643,06;36;509;395;01/08/2015;51;NA;23;0
803;1;2;NA;VN;REN;19800,16;8800;11000,16;305,56;NA;36;NA;NA;01/08/2015;79;NA;44;0
329;1;2;NA;VN;DAC;14400;1500;12900;254,45;5392,03;36;150;NA;01/08/2015;51;NA;10;0
66;2;1;NA;VN;DAC;15340;2000;13340;256,99;5817,87;36;150;NA;01/08/2015;34;NA;13;0
86;1;2;NA;VN;REN;20931,04;0;20931,04;125,47;20930,05;5;NA;NA;01/08/2015;36;NA;0;0
106;1;2;24;VO;DAC;14390;4500;9890;202,91;NA;60;150;395;01/08/2015;66;NA;31;0
29;2;4;53;VO;NIS;12500;2900;9600;232,12;NA;48;150;NA;01/08/2015;24;NA;23;0
171;1;2;64;VO;REN;10500;3000;7500;184,86;NA;48;150;NA;01/08/2015;37;NA;29;0
70;1;NA;12;VO;REN;15995;2000;13995;344,95;NA;48;150;NA;01/08/2015;45;NA;13;0
64;2;1;50;VO;HYU;12000;1800;10200;214,22;NA;60;150;NA;01/08/2015;29;NA;15;1
27;2;1;NA;VN;REN;7295,08;1300;5995,08;249,53;NA;36;NA;NA;01/08/2015;36;NA;18;0
190;1;2;NA;VN;REN;24000,13;5000;19000,13;389,82;NA;60;150;NA;01/08/2015;55;NA;21;0
18;1;2;NA;VN;REN;24000;3600;20400;418,54;NA;60;150;395;01/08/2015;40;NA;15;0
219;1;2;62;VO;REN;9990;1400;8590;198,99;NA;48;150;NA;01/09/2015;56;NA;14;0
143;1;2;NA;VN;REN;20800;4713;16087;314,76;NA;60;150;NA;01/08/2015;31;NA;23;0
443;1;2;NA;VN;REN;24605;10577;14028;319,26;NA;48;150;NA;01/08/2015;61;NA;43;0
166;1;2;NA;VN;DAC;15905;3000;12905;254,6;5392,1;36;150;395;01/08/2015;42;NA;19;0
107;2;4;NA;VN;REN;24300;4000;20300;347,23;10793,94;36;150;NA;01/08/2015;24;NA;16;0
71;1;2;27;VO;FOR;14250;2750;11500;235,94;NA;60;150;NA;01/08/2015;56;NA;19;0
243;1;2;NA;VN;DAC;15709;5460;10249;456,55;NA;24;150;399;01/08/2015;66;NA;35;0
298;1;2;37;VO;VOV;19495;8000;11495;241,42;NA;60;150;NA;01/08/2015;41;NA;41;0
58;1;2;41;VO;TOY;20995;9000;11995;301,35;NA;48;150;NA;01/08/2015;50;NA;43;0
138;1;2;18;VO;REN;20000;6000;14000;287,23;NA;60;150;NA;01/08/2015;59;NA;30;0
170;2;2;NA;VN;DAC;16825;1690;15135;295,83;6432,83;36;150;NA;01/08/2015;47;NA;10;0
479;2;2;NA;VN;REN;25640,16;18690;6950,16;193,06;NA;36;359;395;01/08/2015;60;NA;73;0
54;2;NA;NA;VN;REN;15690;2300;13390;230,7;7007,99;36;150;395;01/08/2015;44;NA;15;0
54;2;NA;NA;VN;REN;17765;1064,28;16700,72;315,1;7657,98;36;150;NA;01/10/2015;44;0;6;0
263;1;2;NA;VN;DAC;14800;3000;11800;225,91;5201,91;36;150;NA;01/11/2015;53;NA;20;0
119;2;2;NA;VN;DAC;18165;2665;15500;318,01;NA;60;150;NA;01/09/2015;33;NA;15;0
145;1;1;NA;VN;NIS;29945;8495,4;21449,6;461,04;NA;60;150;NA;01/08/2015;38;NA;28;0
165;1;1;NA;VN;DAC;14964;3000;11964;205,17;6215,26;36;150;NA;01/08/2015;55;NA;20;0
20;11;1;37;VO;PEU;17900;4000;13900;285,18;NA;60;150;NA;01/08/2015;36;NA;22;0
263;1;2;1;VO;PEU;23000;14500;8500;284,36;NA;36;150;NA;01/08/2015;59;NA;63;0
59;1;3;NA;VN;DAC;16680;2000;14680;270,86;6872,99;36;150;399;01/08/2015;29;NA;12;0
179;1;2;NA;VN;REN;23950;5450;18500;354,51;8327,11;36;150;NA;01/08/2015;49;NA;23;0
191;2;4;27;VO;REN;16495;6495;10000;224,98;NA;60;150;NA;01/08/2015;31;NA;39;0
215;1;2;NA;VN;NIS;17029;5619;11410;182,03;7277,88;36;150;NA;01/08/2015;47;NA;33;0
171;2;2;NA;VN;NIS;21495;4000;17495;376,04;NA;60;150;NA;01/08/2015;52;NA;19;0
47;2;4;55;VO;OPE;12500;2500;10000;320,33;NA;36;150;NA;01/08/2015;43;NA;20;0
123;2;2;NA;VN;REN;18995;5295;13700;268,06;NA;60;150;861;01/09/2015;49;NA;28;0
201;1;2;NA;VN;REN;25500,16;14500;11000,16;305,56;NA;36;NA;NA;01/10/2015;50;NA;57;0
267;1;2;NA;VN;DAC;14000;8100;5900;121,05;NA;60;150;NA;01/08/2015;78;NA;58;0
63;1;2;NA;VN;NIS;21095;4500;16595;312,53;8179,7;36;150;NA;01/08/2015;38;NA;21;0
59;2;4;NA;VN;REN;18265;2101;16164;285,08;8253,84;36;150;399;01/08/2015;25;NA;12;0
251;1;2;35;VO;REN;13000;3000;10000;265,8;NA;48;150;NA;01/08/2015;56;NA;23;0
147;1;1;47;VO;REN;11795;1800;9995;300,91;NA;36;150;NA;01/08/2015;33;NA;15;0
182;1;2;NA;VN;REN;18895;2000;16895;280,65;8437,2;36;150;395;01/08/2015;36;NA;11;0
647;2;2;19;VO;REN;14950;5000;9950;213,86;NA;60;150;NA;01/08/2015;67;NA;33;0
179;1;2;40;VO;NIS;15000;2000;13000;326,6;NA;48;150;NA;01/08/2015;36;NA;13;0
275;1;2;NA;VN;DAC;23179;6000;17179;324,2;7895,93;36;150;794;01/10/2015;45;NA;26;0
66;1;1;NA;VN;NIS;31770;4500;27270;522,57;13077,94;36;150;NA;01/08/2015;32;NA;14;0
111;1;2;52;VO;NIS;14395;9395;5000;231,88;NA;24;150;NA;01/08/2015;31;NA;65;0
203;1;2;NA;VN;REN;19765;2000;17765;293,58;8930,15;36;150;NA;01/08/2015;51;NA;10;0
213;1;2;NA;VN;REN;30000,08;20000;10000,08;277,78;NA;36;NA;NA;01/08/2015;51;NA;67;0
83;2;4;1;VO;OPE;17300;3000;14300;314,49;NA;60;150;NA;01/08/2015;26;NA;17;1
371;1;2;42;VO;REN;14000;7000;7000;308,04;NA;24;150;NA;01/08/2015;47;NA;50;0
131;1;2;NA;VN;REN;19500,12;9000;10500,12;291,67;NA;36;NA;NA;01/08/2015;36;NA;46;0
179;1;2;NA;VN;REN;24755;7455;17300;393,72;NA;48;150;NA;01/08/2015;43;NA;30;0
95;1;1;NA;VN;DAC;16435;2500;13935;271,38;5961,99;36;150;NA;01/08/2015;40;NA;15;0
137;1;1;NA;VN;DAC;15805;1581;14224;291,83;NA;60;150;395;01/08/2015;46;NA;10;0
59;2;2;NA;VN;REN;17860;1786;16074;293,54;7007,92;36;150;794;01/08/2015;27;NA;10;0
215;1;2;NA;VN;DAC;18190;2500;15690;287,73;7543,05;36;150;395;01/09/2015;36;NA;14;0
147;11;2;1;VO;VOV;37376;30376;7000;422,01;NA;18;150;NA;01/08/2015;33;NA;81;0
59;1;2;NA;VN;DAC;15460;2000;13460;271,43;5392,25;36;150;NA;01/09/2015;41;NA;13;0
95;1;2;14;VO;DAC;18390;3000;15390;307,05;6949,88;36;150;395;01/08/2015;41;NA;16;0
66;11;4;15;VO;REN;14500;1050;13450;295,8;NA;60;150;NA;01/08/2015;31;NA;7;0
155;1;2;NA;VN;REN;25490,16;14490;11000,16;305,56;NA;36;NA;NA;01/08/2015;50;NA;57;0
203;1;2;3;VO;REN;22950;10000;12950;259,49;NA;60;150;NA;01/08/2015;34;NA;44;0
167;1;2;24;VO;DAC;15500;7500;8000;164,13;NA;60;150;NA;01/08/2015;45;NA;48;0
25;1;2;NA;VN;DAC;16600;1660;14940;306,52;NA;60;150;NA;01/08/2015;46;NA;10;0
203;2;1;43;VO;REN;12044;3744;8300;212,51;NA;48;150;794;01/08/2015;61;NA;31;0
71;1;2;NA;VN;REN;19500;4500;15000;232,54;8928,95;36;150;395;01/08/2015;45;NA;23;0
227;1;2;NA;VN;DAC;19899;2000;17899;336,6;8273,9;36;150;399;01/09/2015;49;NA;10;0
119;1;1;55;VO;PEU;11950;5615;6335;197,06;NA;36;150;NA;01/08/2015;34;NA;47;0
395;1;2;NA;VN;REN;17890;5390;12500;244,58;NA;60;150;NA;01/08/2015;69;NA;30;0
16;1;2;44;VO;REN;13950;2450;11500;288,92;NA;48;150;NA;01/08/2015;45;NA;18;0
23;1;2;19;VO;DAC;16950;1950;15000;322,41;NA;60;150;NA;01/08/2015;48;NA;12;0
107;1;2;NA;VN;DAC;14990;1500;13490;272,35;5391,86;36;150;NA;01/08/2015;30;NA;10;0
127;1;2;NA;VN;REN;22000;6000;16000;261,06;9007,97;36;150;NA;01/08/2015;47;NA;27;0
69;2;2;24;VO;REN;11500;750;10750;225,77;NA;60;150;NA;01/08/2015;40;NA;7;0
160;2;2;NA;VN;DAC;15435;11000;4435;90,99;NA;60;150;NA;01/08/2015;36;NA;71;0
47;1;2;NA;VN;REN;20000,16;9000;11000,16;305,56;NA;36;NA;NA;01/08/2015;52;NA;45;0
183;1;2;NA;VN;NIS;21000;6300;14700;199,45;10371,24;36;150;NA;01/08/2015;44;NA;30;0
323;1;2;NA;VN;REN;24950;2601;22349;385,78;10602,54;36;150;399;01/09/2015;54;NA;10;0
42;1;2;NA;VN;REN;7245;1500;5745;242,58;NA;36;NA;NA;01/09/2015;42;NA;21;0
123;1;2;1;VO;REN;22500;2500;20000;463,31;NA;48;150;NA;01/08/2015;37;NA;11;0
203;1;2;55;VO;REN;12950;1295;11655;244,78;NA;60;150;NA;01/08/2015;39;NA;10;0
35;2;1;26;VO;REN;12900;1300;11600;366,18;NA;36;150;794;01/08/2015;31;NA;10;0
201;2;4;NA;VN;REN;26703,8;9203,8;17500;359,04;NA;60;150;NA;01/08/2015;42;NA;34;0
203;1;2;NA;VN;REN;18000;4000;14000;219,21;8197,93;36;150;NA;01/08/2015;55;NA;22;0
183;2;1;36;VO;OPE;14495;2000;12495;319,91;NA;48;150;NA;01/08/2015;43;NA;14;0
59;2;2;NA;VN;REN;13583,15;0;13583,15;79,2;13582,17;6;NA;NA;01/09/2015;26;NA;0;0
22;2;2;39;VO;OPE;15390;3200;12190;262,01;NA;60;150;395;01/08/2015;34;NA;21;0
81;1;2;NA;VN;DAC;17839;7500;10339;212,12;NA;60;509;395;01/08/2015;53;NA;42;0
323;1;2;NA;VN;REN;20490;2050;18440;300,48;9432,95;36;150;794;01/08/2015;59;NA;10;0
227;1;2;NA;VN;DAC;17750;13200;4550;396,85;NA;12;509;NA;01/08/2015;56;NA;74;0
530;1;2;NA;VN;DAC;22060;10000;12060;247,43;NA;60;150;NA;01/09/2015;64;NA;45;0
188;1;2;NA;VN;REN;14600;2500;12100;216,88;6000,17;36;150;NA;01/08/2015;61;NA;17;0
203;1;2;23;VO;REN;15700;2700;13000;273,02;NA;60;150;NA;01/08/2015;43;NA;17;0
155;1;2;50;VO;SEA;12700;3200;9500;204,19;NA;60;150;NA;01/08/2015;42;NA;25;0
395;1;2;4;VO;REN;21900;2872,94;19027,06;408,97;NA;60;150;NA;01/08/2015;49;NA;13;0
143;1;2;25;VO;REN;15900;4023,18;11876,82;255,28;NA;60;150;NA;01/08/2015;57;NA;25;0
203;1;2;NA;VN;REN;19000,16;8000;11000,16;305,56;NA;36;NA;NA;01/08/2015;63;NA;42;0
327;1;2;84;VO;AUD;12500;8500;4000;180;NA;24;150;NA;01/09/2015;47;NA;68;0
22;1;2;NA;VN;REN;22484;5000;17484;290,33;9642,92;36;509;395;01/09/2015;35;NA;22;0
441;1;2;1;VO;DAC;15000;1500;13500;270,51;NA;60;150;NA;01/11/2015;55;NA;10;0
33;1;2;NA;VN;REN;25255;16255;9000;250;NA;36;NA;NA;01/08/2015;49;NA;64;0
119;1;2;NA;VN;REN;24330;9330;15000;293,49;NA;60;150;NA;01/09/2015;47;NA;38;0
59;1;1;6;VO;NIS;25800;3432;22368;457,87;9546,33;36;150;NA;01/09/2015;31;NA;13;0
203;1;NA;14;VO;REN;17000;8500;8500;260,52;NA;36;150;NA;01/08/2015;42;NA;50;0
57;2;2;NA;VN;DAC;16200;3000;13200;231,53;6653,86;36;150;395;01/08/2015;35;NA;19;0
88;1;2;52;VO;NIS;10500;5500;5000;160,16;NA;36;150;NA;01/08/2015;34;NA;52;0
107;2;1;NA;VN;DAC;13835;1500;12335;253,07;NA;60;150;NA;01/08/2015;36;NA;11;0
282;1;2;NA;VN;DAC;16810;1681;15129;284,5;6872,15;36;150;NA;01/09/2015;55;NA;10;0
17;1;2;NA;VN;DAC;16500;5000;11500;181,18;6606,04;36;150;NA;01/08/2015;36;NA;30;0
100;1;1;51;VO;NIS;16195;2000;14195;356,62;NA;48;150;395;01/08/2015;27;NA;12;0
263;1;2;NA;VN;REN;26500;3000;23500;373,54;12382,28;36;150;NA;01/08/2015;43;NA;11;0
393;1;2;NA;VN;DAC;16484;6719;9765;200,34;NA;60;150;794;01/08/2015;73;NA;41;0
263;1;2;13;VO;DAC;18700;10000;8700;387,55;NA;24;150;NA;01/09/2015;47;NA;53;0
59;2;1;NA;VN;REN;16348,55;10348,55;6000;250;NA;24;NA;NA;01/08/2015;35;NA;63;0
331;1;2;NA;VN;REN;22790;3500;19290;316,06;9006,53;36;150;NA;01/08/2015;58;NA;15;0
137;1;2;NA;VN;REN;21616,99;10616,83;11000,16;305,56;NA;36;NA;NA;01/08/2015;64;NA;49;0
35;2;1;NA;VN;REN;19005,63;0;19005,63;110,76;19004,6;6;NA;NA;01/10/2015;25;NA;0;0
135;2;4;55;VO;NIS;15995;2400;13595;292,21;NA;60;150;NA;01/09/2015;31;NA;15;0
335;1;3;24;VO;DAC;13495;3495;10000;219,93;NA;60;150;NA;01/08/2015;55;NA;26;0
71;1;2;NA;VN;NIS;32694;7999;24695;432,25;13497,91;36;150;NA;01/08/2015;34;NA;24;0
131;1;1;40;VO;REN;14950;9250;5700;119,71;NA;60;150;NA;01/09/2015;29;NA;62;0
167;2;1;NA;VN;DAC;17744;5879;11865;182,55;7091,84;36;150;794;01/08/2015;37;NA;33;0
131;1;2;NA;VN;REN;25390;20390;5000;157,84;NA;36;150;NA;01/09/2015;32;NA;80;0
430;1;2;1;VO;DAC;15410;3710;11700;369,34;NA;36;150;NA;01/08/2015;61;NA;24;0
255;1;2;NA;VN;DAC;15365;2500;12865;264,17;4967,15;36;150;NA;01/09/2015;45;NA;16;0
35;1;2;NA;VN;NIS;25670;4480;21190;434,75;NA;60;150;NA;01/08/2015;31;NA;17;0
155;1;2;1;VO;HYU;14000;9000;5000;157,84;NA;36;150;NA;01/08/2015;78;NA;64;0
255;1;2;NA;VN;DAC;14800;3000;11800;225,91;5201,91;36;150;NA;01/09/2015;49;NA;20;0
319;1;3;NA;VN;REN;17900;2000;15900;268,7;8583,98;36;150;NA;01/09/2015;59;NA;11;0
191;1;2;NA;VN;REN;27239;5200;22039;442,12;9135,11;36;509;794;01/08/2015;38;NA;19;0
215;2;4;19;VO;REN;18950;3450;15500;318,01;NA;60;150;NA;01/08/2015;40;NA;18;0
82;1;1;92;VO;HON;8995;1495;7500;340,92;NA;24;150;NA;01/08/2015;35;NA;17;0
119;2;1;10;VO;REN;16000;2000;14000;287,23;NA;60;150;NA;01/08/2015;45;NA;13;0
71;2;2;NA;VN;NIS;27525;6000;21525;441,62;NA;60;150;NA;01/08/2015;32;NA;22;0
71;1;1;NA;VN;REN;15490;2000;13490;217,03;7007,97;36;150;694;01/08/2015;30;NA;13;0
76;1;2;NA;VN;DAC;15335;3500;11835;527,2;NA;24;150;NA;01/08/2015;46;NA;23;0
441;1;2;NA;VN;REN;22000,16;11000;11000,16;305,56;NA;36;NA;NA;01/08/2015;54;NA;50;0
334;1;2;12;VO;REN;20995;11295;9700;310,72;NA;36;150;NA;01/08/2015;48;NA;54;0
186;1;2;55;VO;PEU;12000;4000;8000;193,43;NA;48;150;NA;01/10/2015;49;NA;33;0
351;1;2;1;VO;REN;24000;5000;19000;440,14;NA;48;150;NA;01/09/2015;46;NA;21;0
647;1;2;NA;VN;REN;18495;1850,36;16644,64;326,43;7141,99;36;150;NA;01/08/2015;52;NA;10;0
359;1;2;NA;VN;DAC;14500;4151;10349;187,86;4967;36;150;399;01/08/2015;63;NA;29;0
23;2;1;43;VO;BMW;32900;12900;20000;449,96;NA;60;150;NA;01/08/2015;32;NA;39;0
107;2;4;27;VO;NIS;15000;6050;8950;220,6;NA;48;150;NA;01/08/2015;27;NA;40;0
47;1;1;NA;VN;DAC;14790;1850;12940;251,45;5558,07;36;509;295;01/08/2015;32;NA;13;0
20;11;1;NA;VN;DAC;15000;3000;12000;246,2;NA;60;150;NA;01/11/2015;32;NA;20;0
83;2;4;17;VO;VOL;18495;7495;11000;292,38;NA;48;150;NA;01/08/2015;29;NA;41;0
110;1;2;NA;VN;DAC;15310;2000;13310;273,08;NA;60;150;NA;01/09/2015;69;NA;13;0
141;1;1;NA;VN;DAC;16810;1681;15129;270,61;7543,95;36;150;NA;01/10/2015;34;NA;10;0
263;1;2;NA;VN;NIS;21950;4807;17143;296,83;9571,11;36;150;NA;01/09/2015;50;NA;22;0
527;1;2;NA;VN;DAC;16684;1670;15014;280,99;6873,02;36;150;794;01/08/2015;58;NA;10;0
